"focal animal","scratch","groom","social rest","social other","submission","NN age/sex","NN dist","# within 2 m","# 2 to 5 m"
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",1,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",1,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",1,2,1
"J",0,0,1,0,0,"AF",1,2,1
"J",0,0,1,0,0,"AF",1,2,1
"J",0,0,1,0,0,"AF",1,2,1
"J",1,0,1,0,0,"AF",1,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,3,0
"J",0,0,1,0,0,"AF",0,3,0
"J",0,0,1,0,0,"AF",0,3,0
"J",0,0,1,0,0,"AF",0,3,0
"J",1,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,1,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,1,0,0,"AF",0,2,1
"J",0,0,0,0,0,"AF",5,0,2
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"AF",5,0,1
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"AF",4,0,1
"J",0,0,0,0,0,"AF",3,0,1
"J",0,0,0,0,0,"AF",4,0,1
"J",0,0,0,0,0,"AF",4,0,1
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",1,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",1,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",1,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,1,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",1,0,1,0,0,"AF",1,1,0
"J",1,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",1,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",1,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",2,1,0
"J",1,0,0,0,0,"AF",5,0,1
"J",1,0,0,0,0,"AF",5,0,1
"J",1,0,0,0,0,"AF",5,0,2
"J",0,0,0,0,0,"AF",5,0,2
"J",0,0,0,0,0,"AF",5,0,2
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"AF",3,0,2
"J",0,0,0,0,0,"AF",5,0,2
"J",1,0,0,0,0,"AF",5,0,2
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"AF",3,0,1
"J",0,0,0,0,0,"AF",3,0,1
"J",0,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",3,0,1
"J",0,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",1,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"AM",5,0,1
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",3,0,1
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,1,0,0,"AF",0,1,1
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,0,0,0,"0",10,0,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,2,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",0,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",1,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",2,1,0
"J",1,0,0,0,0,"AF",2,1,0
"J",1,0,0,0,0,"AF",2,1,0
"J",0,0,0,0,0,"AF",2,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
"J",0,0,1,0,0,"AF",1,1,0
